ID;SHOP_ID;NAME;SECTION
557;122;Body niemowlęce bawełniane;Odzież niemowlęca
558;122;Spodnie dziecięce;Odzież dziecięca
559;122;Czapka dziecięca;Akcesoria dla dzieci
560;122;Zestaw ubranek niemowlęcych;Odzież niemowlęca
561;123;Kolczyki pozłacane;Kolczyki
562;123;Łańcuszek srebrny;Łańcuszki
563;123;Naszyjnik z zawieszką;Naszyjniki
564;123;Pierścionek regulowany;Pierścionki
565;123;Bransoletka ozdobna;Bransoletki
566;124;Kurtka taktyczna;Odzież taktyczna
567;124;Buty trekkingowe;Obuwie taktyczne
568;124;Plecak militarny;Sprzęt outdoor
569;124;Nóż survivalowy;Survival
570;124;Wiatrówka rekreacyjna;Broń rekreacyjna
571;125;Karma sucha dla psa;Karmy dla zwierząt
572;125;Zabawka interaktywna dla kota;Zabawki dla zwierząt
573;125;Przysmak treningowy;Przysmaki dla pupili
574;125;Legowisko dla psa;Wyposażenie dla zwierząt
575;125;Smycz regulowana;Akcesoria dla zwierząt
576;126;Naprawa obcasa;Naprawa obuwia
577;126;Dorabianie klucza;Dorabianie kluczy
578;126;Wymiana baterii w zegarku;Usługi zegarmistrzowskie
579;126;Grawerowanie breloka;Grawerowanie
580;126;Past do butów;Akcesoria do obuwia
581;127;Okulary korekcyjne;Okulary korekcyjne
582;127;Okulary przeciwsłoneczne;Okulary przeciwsłoneczne
583;127;Soczewki kontaktowe;Soczewki
584;127;Badanie wzroku;Usługi optyczne
585;127;Płyn do soczewek;Akcesoria optyczne
586;128;Bluzka damska elegancka;Odzież damska
587;128;Sukienka wizytowa;Odzież damska
588;128;Spódnica midi;Odzież damska
589;128;Sweter damski;Odzież damska
590;128;Kardigan lekki;Odzież damska
591;129;Sukienka casual;Odzież damska
592;129;Bluzka z falbanami;Odzież damska
593;129;Spodnie materiałowe;Odzież damska
594;129;Marynarka damska;Odzież damska
595;129;T-shirt basic;Odzież damska
596;130;Mycie zewnętrzne samochodu;Mycie auta
597;130;Sprzątanie wnętrza auta;Sprzątanie wnętrza
598;130;Pranie tapicerki;Pranie tapicerki
599;130;Czyszczenie szyb;Czyszczenie szyb
600;130;Odkurzanie wnętrza;Odkurzanie
601;81;Biustonosz koronkowy Elegance;Biustonosze
602;81;Majtki klasyczne Cotton Soft;Majtki
603;81;Piżama satynowa Night Chic;Piżamy / odzież nocna
604;81;Body modelujące Silky;Body
605;81;Rajstopy 40 DEN Classic;Rajstopy
606;82;Kurtka sportowa WindPro;Odzież sportowa
607;82;Buty treningowe PowerRun;Obuwie sportowe
608;82;Piłka nożna Training Pro;Sprzęt sportowy
609;82;Bidon sportowy 750 ml;Akcesoria sportowe
610;82;Białko serwatkowe Whey Active;Suplementy i odżywki
611;83;iPhone 15 128 GB;Urządzenia Apple
612;83;Etui silikonowe do iPhone;Akcesoria do Apple
613;83;Ładowarka MagSafe;Akcesoria do Apple
614;83;Kabel USB-C Apple;Akcesoria do Apple
615;83;Serwis baterii iPhone;Usługi serwisowe Apple
616;84;Sneakersy Air Street;Obuwie sportowe
617;84;Bluza streetwear Logo;Odzież sportowa i streetwear
618;84;Spodnie dresowe Urban Fit;Odzież sportowa i streetwear
619;84;Czapka z daszkiem JD;Akcesoria sportowe
620;84;Plecak sportowy Street Pack;Akcesoria sportowe
621;85;Wycieczka Grecja 7 dni;Wycieczki zagraniczne
622;85;Wakacje all inclusive Turcja;Rezerwacje wakacji
623;85;City break Rzym;Wyjazdy miejskie
624;85;Wczasy nad morzem Polska;Wycieczki krajowe
625;85;Ubezpieczenie turystyczne;Usługi turystyczne
626;86;Strzyżenie damskie;Usługi fryzjerskie
627;86;Koloryzacja pełna;Usługi fryzjerskie
628;86;Modelowanie włosów;Stylizacja włosów
629;86;Regeneracja włosów Olaplex;Zabiegi pielęgnacyjne
630;86;Strzyżenie męskie;Usługi fryzjerskie
631;87;Etui silikonowe do smartfona;Etui
632;87;Szkło hartowane 9H;Szkła ochronne
633;87;Uchwyt samochodowy magnetyczny;Uchwyty
634;87;Ładowarka indukcyjna;Akcesoria do telefonów
635;87;Powerbank 10000 mAh;Akcesoria do telefonów
636;88;Zegarek damski Classic Gold;Zegarki
637;88;Bransoletka złota Fine;Biżuteria
638;88;Kolczyki srebrne Spark;Biżuteria
639;88;Łańcuszek złoty 585;Biżuteria
640;88;Pudełko jubilerskie;Akcesoria jubilerskie
641;89;Pierścionek złoty z diamentem;Biżuteria złota
642;89;Naszyjnik srebrny z bursztynem;Biżuteria srebrna
643;89;Zegarek męski Automatic;Zegarki
644;89;Kolczyki z bursztynem;Kamienie szlachetne i bursztyny
645;89;Bransoleta złota klasyczna;Biżuteria złota
646;90;Gazeta codzienna;Prasa i czasopisma
647;90;Magazyn lifestyle;Prasa i czasopisma
648;90;Bilet komunikacji miejskiej;Bilety komunikacyjne
649;90;Los Lotto;Losy loteryjne
650;90;Zapalniczka jednorazowa;Artykuły drobne
651;131;Sukienka casual damska;Odzież damska
652;131;Bluzka z nadrukiem;Odzież damska
653;131;Spodnie materiałowe;Odzież damska
654;131;Kurtka lekka na wiosnę;Odzież damska
655;131;Żakiet klasyczny;Odzież damska
656;132;Lakier hybrydowy czerwony;Lakiery hybrydowe
657;132;Lampa UV/LED 36W;Lampy UV/LED
658;132;Zestaw startowy do manicure;Zestawy do stylizacji paznokci
659;132;Pilnik i polerka;Akcesoria do manicure i pedicure
660;132;Oliwka do skórek;Akcesoria do manicure i pedicure
661;133;Buty sportowe New Balance męskie;Obuwie sportowe
662;133;Buty sportowe New Balance damskie;Obuwie sportowe
663;133;Bluza treningowa;Odzież sportowa/casual
664;133;Spodnie dresowe;Odzież sportowa/casual
665;133;Torba sportowa;Akcesoria sportowe
666;134;T-shirt damski;Odzież damska
667;134;Bluza młodzieżowa;Odzież młodzieżowa
668;134;Jeansy męskie;Odzież męska
669;134;Majtki damskie;Bielizna
670;134;Pasek skórzany;Akcesoria modowe
671;135;Buty sportowe Nike Air;Obuwie sportowe
672;135;Bluza treningowa Nike;Odzież sportowa
673;135;Skarpetki sportowe Nike;Akcesoria sportowe
674;135;Spodnie dresowe;Odzież sportowa
675;135;Czapka z daszkiem Nike;Akcesoria sportowe
676;136;E-papieros jednorazowy;Elektroniczne papierosy
677;136;Woreczki nikotynowe;Artykuły nikotynowe
678;136;Bateria do e-papierosa;Elektroniczne papierosy
679;136;Ustnik do e-papierosa;Akcesoria do e-papierosów
680;136;Pod system kompaktowy;Elektroniczne papierosy
681;137;Body niemowlęce bawełniane;Odzież dziecięca i niemowlęca
682;137;Śpioszki niemowlęce;Odzież dziecięca i niemowlęca
683;137;Bluzka dziecięca;Odzież dziecięca i niemowlęca
684;137;Spodnie dziecięce;Odzież dziecięca i niemowlęca
685;137;Czapeczka niemowlęca;Odzież dziecięca i niemowlęca
686;138;Kurtka skórzana damska;Odzież damska i męska
687;138;Marynarka męska tekstylna;Odzież damska i męska
688;138;Torebka skórzana damska;Galanteria skórzana
689;138;Portfel męski skórzany;Galanteria skórzana
690;138;Plecak podróżny;Akcesoria podróżne
691;139;Przeróbka spodni;Usługi krawieckie / przeróbki
692;139;Szycie zasłon;Pasmanteria
693;139;Wymiana zamka;Usługi krawieckie / przeróbki
694;139;Szycie sukienki na miarę;Usługi krawieckie / przeróbki
695;139;Nici i igły;Pasmanteria
696;140;Perfum damski;Perfumy
697;140;Krem do twarzy;Produkty beauty i makijaż
698;140;Serum do włosów;Kosmetyki do pielęgnacji włosów
699;140;Makijaż do oczu;Produkty beauty i makijaż
700;140;Zestaw kosmetyków upominkowy;Produkty beauty i makijaż
701;141;Okulary korekcyjne w oprawkach metalowych;Okulary korekcyjne
702;141;Okulary przeciwsłoneczne UV400;Okulary przeciwsłoneczne
703;141;Badanie wzroku komputerowe;Badanie wzroku
704;141;Dobór oprawek indywidualny;Usługi optyczne
705;141;Etui na okulary;Akcesoria optyczne
706;142;Sneakersy damskie lifestyle;Obuwie damskie
707;142;Buty sportowe męskie;Obuwie męskie
708;142;Buty dziecięce na rzepy;Obuwie dziecięce
709;142;Wkładki do butów;Akcesoria do butów
710;142;Środki do pielęgnacji obuwia;Akcesoria do butów
711;143;T-shirt dziecięcy bawełniany;Odzież dziecięca
712;143;Spodnie dziecięce casual;Odzież dziecięca
713;143;Bluza dziecięca;Odzież dziecięca
714;143;Kurtka dziecięca przejściowa;Odzież dziecięca
715;143;Sukienka dziecięca;Odzież dziecięca
716;144;Sukienka casual;Odzież damska
717;144;Komplet dresowy damski;Moda casual / modowa
718;144;T-shirt oversize;Moda casual / modowa
719;144;Spodnie materiałowe;Odzież damska
720;144;Bluza z nadrukiem;Moda casual / modowa
721;145;Bluza streetwear;Moda codzienna / streetwear
722;145;T-shirt z nadrukiem;Moda codzienna / streetwear
723;145;Czapka z daszkiem;Akcesoria
724;145;Torba materiałowa;Akcesoria
725;145;Kurtka przejściowa;Moda codzienna / streetwear
726;146;Sukienka dzianinowa;Odzież damska
727;146;Bluzka casual;Odzież damska
728;146;Spodnie materiałowe;Moda casual
729;146;Sweter damski;Odzież damska
730;146;Kardigan lekki;Odzież damska
731;147;Koszula męska slim fit;Odzież męska
732;147;T-shirt bawełniany;Odzież męska
733;147;Sweter klasyczny;Odzież męska
734;147;Spodnie chino;Odzież męska
735;147;Pasek skórzany;Akcesoria modowe
736;148;Smartfon 5G;Smartfony
737;148;Abonament komórkowy;Usługi telekomunikacyjne
738;148;Etui ochronne do telefonu;Akcesoria GSM
739;148;Szkło hartowane;Akcesoria GSM
740;148;Karta SIM;Usługi telekomunikacyjne
741;149;Okulary korekcyjne;Okulary korekcyjne
742;149;Okulary przeciwsłoneczne;Okulary przeciwsłoneczne
743;149;Soczewki kontaktowe;Soczewki kontaktowe
744;149;Badanie wzroku;Usługi optyczne
745;149;Płyn do soczewek;Akcesoria optyczne
746;150;Ekologiczna herbata ziołowa;Zdrowa żywność
747;150;Bio mąka orkiszowa;Ekologiczne produkty spożywcze
748;150;Olej kokosowy bio;Ekologiczne produkty spożywcze
749;150;Krem naturalny do twarzy;Kosmetyki naturalne
750;150;Płyn do mycia naczyń eco;Środki czystości organiczne
751;151;Krem nawilżający twarz;Naturalne kosmetyki do pielęgnacji twarzy
752;151;Żel do mycia ciała;Naturalne kosmetyki do pielęgnacji ciała
753;151;Szampon naturalny do włosów;Naturalne kosmetyki do pielęgnacji włosów
754;151;Maska spa do twarzy;Produkty spa i wellness
755;151;Szczotka do masażu;Akcesoria do pielęgnacji
756;152;Legginsy sportowe damskie;Odzież damska sportowa
757;152;Bluza z kapturem sportowa;Odzież damska sportowa
758;152;Stanik sportowy;Bielizna sportowa
759;152;Torebka sportowa;Akcesoria sportowe
760;152;Klapki basenowe;Obuwie
761;153;Kolczyki złote;Biżuteria
762;153;Torebka skórzana;Portfele i torebki
763;153;Szalik wełniany;Akcesoria modowe
764;153;Pasek skórzany;Akcesoria modowe
765;153;Bransoletka modowa;Biżuteria
766;154;Garnitur męski slim fit;Garnitury
767;154;Koszula męska biała;Koszule
768;154;Marynarka klasyczna;Marynarki
769;154;Spodnie materiałowe;Spodnie
770;154;Pasek skórzany męski;Akcesoria modowe
771;155;Okulary korekcyjne męskie;Okulary korekcyjne
772;155;Okulary przeciwsłoneczne damskie;Okulary przeciwsłoneczne
773;155;Soczewki kontaktowe miesięczne;Soczewki kontaktowe
774;155;Badanie wzroku optometryczne;Usługi optyczne
775;155;Dobór oprawek;Usługi optyczne
776;156;Chleb żytni rzemieślniczy;Chleb i pieczywo rzemieślnicze
777;156;Bagietka francuska;Wypieki piekarnicze
778;156;Bułki pszenne;Wypieki piekarnicze
779;156;Chleb orkiszowy;Chleb i pieczywo rzemieślnicze
780;156;Pasztet domowy;Wypieki piekarnicze
781;157;Garnitur męski wizytowy;Garnitury
782;157;Marynarka damska klasyczna;Marynarki
783;157;Koszula męska formalna;Koszule
784;157;Spodnie materiałowe damskie;Spodnie
785;157;Sweter wełniany unisex;Swetry
786;158;Kolczyki złote;Biżuteria
787;158;Torebka skórzana damska;Torebki i portfele
788;158;Buty na obcasie;Obuwie
789;158;Sukienka koktajlowa;Odzież damska
790;158;Pasek skórzany;Akcesoria modowe
791;159;Okulary korekcyjne damskie;Okulary korekcyjne
792;159;Okulary przeciwsłoneczne polaryzacyjne;Okulary przeciwsłoneczne
793;159;Soczewki kontaktowe dzienne;Soczewki kontaktowe
794;159;Badanie wzroku komputerowe;Badanie wzroku i usługi optyczne
795;159;Dobór soczewek;Badanie wzroku i usługi optyczne
796;160;Okulary przeciwsłoneczne sportowe;Okulary przeciwsłoneczne / okulary sportowe
797;160;Okulary lifestyle;Okulary przeciwsłoneczne / okulary sportowe
798;160;Czapka sportowa;Akcesoria sportowe
799;160;Opaska na rękę sportowa;Akcesoria sportowe
800;160;Torba sportowa;Akcesoria sportowe
801;161;Abonament komórkowy Play;Usługi telekomunikacyjne
802;161;Karta SIM prepaid;Telefonia komórkowa
803;161;Smartfon 5G;Smartfony
804;161;Etui ochronne;Akcesoria GSM
805;161;Szkło hartowane;Akcesoria GSM
806;162;Abonament komórkowy Plus;Usługi telekomunikacyjne
807;162;Karta SIM prepaid;Abonamenty i karty SIM
808;162;Smartfon LTE;Smartfony
809;162;Ładowarka sieciowa;Akcesoria GSM
810;162;Słuchawki bezprzewodowe;Akcesoria GSM
811;163;Urządzenie PLOOM;Urządzenia podgrzewania tytoniu
812;163;Wkłady tytoniowe;Pakiety tytoniowe
813;163;Etui ochronne do urządzenia;Akcesoria do urządzeń
814;163;Ładowarka USB;Akcesoria do urządzeń
815;163;Zestaw startowy;Pakiety startowe
816;164;Wysyłka listu poleconego;Usługi pocztowe
817;164;Nadanie paczki krajowej;Usługi kurierskie
818;164;Odbiór przesyłki;Usługi pocztowe
819;164;Przesyłka międzynarodowa;Usługi kurierskie
820;164;Skrzynka pocztowa;Akcesoria pocztowe
821;165;Bransoletka stalowa;Biżuteria stalowa
822;165;Naszyjnik stalowy;Biżuteria stalowa
823;165;Kolczyki modne;Akcesoria biżuteryjne
824;165;Pierścionek stalowy;Biżuteria stalowa
825;165;Zestaw biżuterii;Akcesoria biżuteryjne
826;166;Wymiana EUR na PLN;Wymiana walut
827;166;Wymiana USD na PLN;Wymiana walut
828;166;Skup walut obcych;Usługi kantoru
829;166;Sprzedaż walut obcych;Usługi kantoru
830;166;Informacja kursowa;Usługi kantoru
831;167;Pranie koszuli;Usługi pralnicze
832;167;Pranie garnituru;Usługi pralnicze
833;167;Czyszczenie chemiczne;Czyszczenie odzieży
834;167;Pranie pościeli;Usługi pralnicze
835;167;Prasowanie odzieży;Usługi pralnicze
836;168;Zestaw prezentowy;Prezenty
837;168;Kartka okolicznościowa;Karty okolicznościowe
838;168;Papier ozdobny do pakowania;Papier do pakowania prezentów
839;168;Torebka prezentowa;Dodatki upominkowe
840;168;Wstążki dekoracyjne;Dodatki upominkowe
841;169;T-shirt damski;Odzież damska
842;169;Spodnie męskie;Odzież męska
843;169;Bluza dziecięca;Odzież dziecięca
844;169;Sneakersy casual;Obuwie
845;169;Torebka modowa;Akcesoria
846;170;Torebka skórzana;Galanteria skórzana
847;170;Portfel damski;Portfele
848;170;Walizka kabinowa;Walizki
849;170;Torba podróżna;Torby
850;170;Brelok skórzany;Akcesoria podróżne
851;171;T-shirt oversize streetwear;Odzież damska
852;171;Bluza z kapturem unisex;Odzież męska
853;171;Jeansy casual;Moda casual / streetwear
854;171;Sukienka damska codzienna;Odzież damska
855;171;Spodnie jogger męskie;Odzież męska
856;172;Pakiet startowy dla kierowcy;Usługi kurierskie/obsługa kierowców
857;172;Książeczka rozliczeń kierowcy;Usługi kurierskie/obsługa kierowców
858;172;Opaska identyfikacyjna kierowcy;Usługi kurierskie/obsługa kierowców
859;172;Zestaw map i nawigacji;Usługi kurierskie/obsługa kierowców
860;172;Powerbank dla kierowcy;Usługi kurierskie/obsługa kierowców
861;173;Wycieczka do Hiszpanii;Usługi turystyczne / biuro podróży
862;173;Wycieczka do Grecji;Wycieczki i wczasy zagraniczne
863;173;Weekend w Paryżu;Wycieczki i wczasy zagraniczne
864;173;Wycieczka objazdowa po Włoszech;Wycieczki i wczasy zagraniczne
865;173;Pakiet wakacyjny dla rodziny;Wycieczki i wczasy zagraniczne
866;174;Buty sportowe Puma męskie;Obuwie sportowe
867;174;Buty sportowe Puma damskie;Obuwie sportowe
868;174;Bluza treningowa Puma;Odzież sportowa
869;174;Spodnie dresowe Puma;Odzież sportowa
870;174;Czapka z daszkiem Puma;Akcesoria sportowe
871;175;Garnitur męski slim fit;Garnitury
872;175;Koszula męska wizytowa;Koszule
873;175;Spodnie materiałowe męskie;Spodnie
874;175;Sweter męski klasyczny;Swetry
875;175;Pasek skórzany męski;Akcesoria modowe
876;176;T-shirt damski casual;Odzież damska
877;176;Bluza męska streetwear;Odzież męska
878;176;Spodnie dziecięce;Odzież dziecięca
879;176;Sukienka damska;Odzież damska
880;176;Pasek skórzany;Akcesoria modowe
881;177;Krem do ciała;Rituals Kosmetyki do ciała
882;177;Świeca zapachowa;Rituals Świece i zapachy
883;177;Zestaw wellness spa;Produkty wellness
884;177;Żel pod prysznic;Rituals Kosmetyki do ciała
885;177;Oliwka do ciała;Produkty wellness
886;178;Talerze porcelanowe;Rosenthal Naczynia porcelanowe
887;178;Kubki dekoracyjne;Rosenthal Dekoracje domowe
888;178;Waza obiadowa;Rosenthal Naczynia porcelanowe
889;178;Świecznik dekoracyjny;Rosenthal Dekoracje domowe
890;178;Misa dekoracyjna;Rosenthal Akcesoria kuchenne i dekoracyjne
891;179;Krem do twarzy;Rossman Kosmetyki do pielęgnacji
892;179;Perfum damski;Rossman Perfumy
893;179;Pomadka do ust;Rossman Makijaż
894;179;Mydło antybakteryjne;Rossman Artykuły higieniczne i zdrowotne
895;179;Żel pod prysznic;Rossman Kosmetyki do pielęgnacji
896;180;Buty damskie skórzane;Obuwie damskie i męskie
897;180;Buty męskie casual;Obuwie damskie i męskie
898;180;Torebka skórzana damska;Galanteria skórzana
899;180;Portfel męski skórzany;Galanteria skórzana
900;180;Pasek skórzany unisex;Akcesoria obuwnicze
901;181;Lodówka side-by-side;RTV i AGD
902;181;"Telewizor 55"" LED";Telewizory
903;181;Mikser ręczny;Sprzęt kuchenny
904;181;Laptop gamingowy;Komputery
905;181;Słuchawki bezprzewodowe;Elektronika użytkowa
906;182;Walizka kabinowa 55 cm;Walizki
907;182;Torba podróżna duża;Torby podróżne
908;182;Plecak trekkingowy;Plecaki
909;182;Etui podróżne;Akcesoria podróżne
910;182;Organizer podróżny;Akcesoria podróżne
911;183;Smartfon Galaxy 5G;Telefony i smartfony
912;183;Tablet Galaxy Tab;Tablety
913;183;Smartwatch Galaxy;Smartwatche
914;183;"Telewizor QLED 65""";Telewizory
915;183;Ładowarka bezprzewodowa;Akcesoria elektroniczne
916;184;Pierścionek zaręczynowy złoty;Pierścionki zaręczynowe
917;184;Obrączki ślubne;Obrączki ślubne
918;184;Naszyjnik złoty;Naszyjniki
919;184;Bransoletka diamentowa;Bransoletki
920;184;Kolczyki luksusowe;Kolczyki
921;185;Perfumy damskie;Perfumy
922;185;Podkład do twarzy;Makijaż
923;185;Krem nawilżający;Pielęgnacja twarzy
924;185;Żel do kąpieli;Pielęgnacja ciała
925;185;Szampon regenerujący;Pielęgnacja włosów
926;186;Lakier hybrydowy czerwony;Lakiery hybrydowe
927;186;Zestaw do manicure;Produkty do stylizacji paznokci
928;186;Blok polerski;Akcesoria do manicure
929;186;Top coat hybrydowy;Produkty do stylizacji paznokci
930;186;Pędzel do zdobień;Akcesoria do manicure
931;187;Odżywka białkowa;Odżywki sportowe
932;187;Whey protein;Odżywki sportowe
933;187;Witaminy i minerały;Suplementy diety
934;187;Baton proteinowy;Żywność dietetyczna
935;187;Izotonik;Produkty prozdrowotne
936;188;Lakier hybrydowy Silcare;Lakiery hybrydowe
937;188;Żel UV do paznokci;Produkty do pielęgnacji ciała
938;188;Krem do rąk;Produkty do pielęgnacji ciała
939;188;Depilator elektryczny;Produkty do depilacji
940;188;Piłeczki do manicure;Akcesoria kosmetyczne
941;189;Fajka wodna szklana;Fajki wodne
942;189;Yerba mate argentyńska;Yerba mate
943;189;Tytoń do fajki;Artykuły tytoniowe
944;189;Akcesoria do palenia;Akcesoria dla palaczy
945;189;Filtry i ustniki;Akcesoria dla palaczy
946;190;T-shirt damski oversize;Odzież damska
947;190;Jeansy męskie slim;Odzież męska
948;190;Bluza dziecięca;Odzież dziecięca
949;190;Czapka bejsbolówka;Akcesoria modowe
950;190;Sneakersy casual;Obuwie
951;221;Bluzka plus size damska;Odzież damska plus size
952;221;Spódnica midi plus size;Odzież damska plus size
953;221;Sukienka codzienna plus size;Odzież codzienna i elegancka
954;221;Żakiet klasyczny plus size;Odzież codzienna i elegancka
955;221;Spodnie casual plus size;Odzież codzienna i elegancka
956;222;T-shirt kolorowy damski;Moda damska
957;222;Sweter męski kolorowy;Moda męska
958;222;Spodnie dziecięce kolorowe;Moda dziecięca
959;222;Kurtka casual damska;Moda damska
960;222;Bluza unisex;Moda męska
961;223;Sneakersy Vans męskie;Obuwie
962;223;Sneakersy Vans damskie;Obuwie
963;223;T-shirt streetwear;Odzież streetwear
964;223;Bluza z kapturem;Odzież streetwear
965;223;Czapka z daszkiem;Akcesoria
966;224;Marynarka premium damska;Moda premium
967;224;Garnitur męski luksusowy;Moda premium
968;224;Spodnie wizytowe premium;Moda premium
969;224;Żakiet damski designerski;Moda premium
970;224;Sukienka wieczorowa;Moda premium
971;225;Buty skórzane damskie;Obuwie
972;225;Buty skórzane męskie;Obuwie
973;225;Torebka skórzana damska;Galanteria skórzana
974;225;Pasek skórzany;Obuwie i galanteria skórzana
975;225;Portfel męski skórzany;Galanteria skórzana
976;226;Naszyjnik srebrny;Biżuteria
977;226;Bransoletka złota;Biżuteria
978;226;Kolczyki wiszące;Biżuteria
979;226;Pierścionek z kamieniem;Biżuteria
980;226;Charms do bransoletki;Biżuteria
981;227;Karta SIM prepaid;Virgin Mobile
982;227;Abonament miesięczny;Virgin Mobile
983;227;Pakiet internetowy;Virgin Mobile
984;227;Telefon w ofercie;Virgin Mobile
985;227;Roaming zagraniczny;Virgin Mobile
986;228;Okulary korekcyjne damskie;Okulary korekcyjne
987;228;Okulary przeciwsłoneczne UV;Okulary przeciwsłoneczne
988;228;Badanie wzroku optometryczne;Badanie wzroku
989;228;Soczewki kontaktowe miesięczne;Okulary korekcyjne
990;228;Dobór oprawek;Badanie wzroku
991;229;Biustonosz koronkowy;Bielizna
992;229;Majtki damskie klasyczne;Bielizna
993;229;Piżama damska nocna;Odzież nocna
994;229;Perfum damski klasyczny;Perfumy
995;229;Zestaw kosmetyków upominkowy;Kosmetyki
996;230;Zegarek męski luksusowy;Luksusowe zegarki
997;230;Zegarek damski klasyczny;Luksusowe zegarki
998;230;Bransoletka złota;Biżuteria premium
999;230;Pierścionek z diamentem;Biżuteria premium
1000;230;Spinki do mankietów;Biżuteria premium
1001;201;Sorvella Rose Velvet;Perfumy damskie
1002;201;Sorvella Black Oud;Perfumy unisex
1003;201;Dyfuzor zapachowy Vanilla;Zapachy domowe
1004;201;Mgiełka do ciała Jasmine;Mgiełki do ciała
1005;201;Zestaw prezentowy Amber;Zestawy zapachowe
1006;202;Garnitur slim fit granatowy;Garnitury
1007;202;Marynarka wełniana szara;Marynarki
1008;202;Koszula formalna biała;Odzież formalna
1009;202;Spodnie garniturowe czarne;Odzież formalna
1010;202;Garnitur szyty na miarę;Garnitury na miarę
1011;203;Etui silikonowe iPhone 14;Etui do telefonów
1012;203;Ładowarka USB-C 25W;Ładowarki
1013;203;Słuchawki bezprzewodowe TWS;Słuchawki
1014;203;Szkło hartowane 9H;Akcesoria GSM
1015;203;Powerbank 10000 mAh;Elektronika mobilna
1016;204;Serum do twarzy z witaminą C;Kosmetyki
1017;204;Krem przeciwzmarszczkowy;Kosmetyki
1018;204;Płatki pod oczy kolagenowe;Produkty beauty
1019;204;Olejek do rzęs;Produkty beauty
1020;204;Zestaw pielęgnacyjny;Zestawy kosmetyczne
1021;205;Naszyjnik z kryształem;Biżuteria
1022;205;Kolczyki Crystal Stud;Biżuteria
1023;205;Bransoletka tennis;Biżuteria
1024;205;Zegarek damski stalowy;Zegarki
1025;205;Figurka kryształowa łabędź;Dodatki prezentowe
1026;206;Pierogi ruskie;Pierogi
1027;206;Pierogi z mięsem;Pierogi
1028;206;Pierogi z kapustą i grzybami;Pierogi
1029;206;Barszcz czerwony;Dania tradycyjne
1030;206;Kompot domowy;Napoje
1031;207;Zegarek szwajcarski automatyczny;Zegarki
1032;207;Zegarek męski chronograf;Zegarki
1033;207;Pierścionek złoty;Biżuteria
1034;207;Wymiana baterii w zegarku;Usługi jubilerskie
1035;207;Regulacja bransolety;Usługi jubilerskie
1036;208;Sukienka bawełniana;Odzież damska
1037;208;Bluza oversize;Odzież damska
1038;208;T-shirt basic;Odzież damska
1039;208;Spodnie chinos;Odzież męska
1040;208;Kurtka przejściowa;Odzież męska
1041;209;Marynarka casual;Odzież damska
1042;209;Sukienka midi;Odzież damska
1043;209;Koszula biznesowa;Odzież męska
1044;209;Spodnie materiałowe;Odzież męska
1045;209;Sweter dzianinowy;Odzież męska
1046;210;Abonament 5G;Usługi telekomunikacyjne
1047;210;Smartfon Samsung Galaxy;Smartfony
1048;210;Karta SIM;Usługi telekomunikacyjne
1049;210;Router mobilny LTE;Urządzenia sieciowe
1050;210;Słuchawki przewodowe;Akcesoria
1051;211;Zegarek męski klasyczny;Zegarki i biżuteria
1052;211;Zegarek damski elegancki;Zegarki i biżuteria
1053;211;Bransoletka srebrna;Biżuteria
1054;211;Pierścionek złoty;Biżuteria
1055;211;Pasek skórzany;Akcesoria modowe
1056;212;Biustonosz koronkowy;Bielizna
1057;212;Majtki damskie;Bielizna
1058;212;Piżama damska;Piżamy
1059;212;Szlafrok domowy;Odzież domowa
1060;212;Czapka zimowa;Akcesoria dla kobiet i mężczyzn
1061;213;T-shirt damski casual;Ubrania i dodatki
1062;213;Jeansy męskie;Ubrania i dodatki
1063;213;Spodnie dziecięce;Ubrania i dodatki
1064;213;Koc dekoracyjny;Dom i lifestyle
1065;213;Zestaw kubków premium;Marki premium
1066;214;Kurtka outdoor męska;Odzież outdoorowa
1067;214;Kurtka outdoor damska;Odzież outdoorowa
1068;214;Buty trekkingowe;Obuwie i sprzęt turystyczny
1069;214;Plecak turystyczny;Odzież outdoorowa
1070;214;Czapka trekkingowa;Akcesoria outdoorowe
1071;215;Amplituner AV premium;Sprzęt audio-video premium
1072;215;Kolumny głośnikowe;Sprzęt audio-video premium
1073;215;Projektor domowy;Systemy kina domowego
1074;215;Subwoofer;Sprzęt audio-video premium
1075;215;Stojak na sprzęt AV;Systemy kina domowego
1076;216;Wycieczka do Grecji;Biuro podróży
1077;216;Wycieczka objazdowa po Włoszech;Pakiety turystyczne
1078;216;Weekend w Paryżu;Wycieczki
1079;216;Bilety lotnicze Europa;Bilety lotnicze
1080;216;Pakiet wakacyjny rodzina;Pakiety turystyczne
1081;217;Biustonosz sportowy;Bielizna damska
1082;217;Body damskie;Body i piżamy
1083;217;Piżama damska klasyczna;Piżamy
1084;217;Komplet bielizny;Bielizna damska
1085;217;Figi koronkowe;Bielizna damska
1086;218;Naszyjnik złoty;Biżuteria
1087;218;Zegarek damski;Biżuteria
1088;218;Bransoletka srebrna;Biżuteria
1089;218;Torebka skórzana;Akcesoria
1090;218;Perfum damski;Perfumy
1091;219;Świeca sojowa zapachowa;Świece sojowe
1092;219;Zestaw świec dekoracyjnych;Świece sojowe
1093;219;Świeca sojowa mini;Świece sojowe
1094;219;Pojemnik na świecę;Świece sojowe
1095;219;Świeca sojowa relaksacyjna;Świece sojowe
